Contributor,Commits,Added,Deleted,Repos
bk138,9,92,6,2
MartinIIoT,9,38,29,2
TimmiORG,9,35,28,1
Ratfink,9,57,29,1
nathandyer,9,98,93,2
bvschaik,9,28,160,1
dawidd6,9,37,17,1
JMS55,9,4908,2505,1
MaFeLP,9,243,158,1
dependabot[bot],9,11,11,4
robertsanseries,9,225,36,1
SubhadeepJasu,9,126,73,1
jjardon,9,13,11,2
gabibbo97,9,151,105,3
ddelabru,9,891,54,1
jwheare,9,10108,9578,1
Steinhagen,9,209,1035,4
iavael,9,56,30,7
fchiacchiaretta,9,171,35,1
tomcoldrick-ct,9,17,81,5
baracoder,9,212,9,1
yktoo,9,218,70,1
TomaszGasior,9,500,9,2
BryanQuigley,9,262,118,5
Grafcube,9,271,222,1
Vivien-says-github-bad,9,69,29,1
be1,9,54,33,1
henri2h,9,195,52,1
louisrubet,9,143,51,1
wbernard,9,140,21,1
camelCaseNick,9,33370,30,1
smplayer-dev,9,259,46,1
paulwedeck,9,372,189,1
wojciech-graj,9,115,86,1
Keyikedalube,9,113,76,1
yvesnrb,9,153,41,1
Faster3ck,9,445,177,1
SimonKindhauser,9,96,58,1
adrianinsaval,9,23,37,2
prasser,9,201,350,1
jordimas,9,14,14,1
blp,9,82,48,1
sebasgo,9,220,174,1
jamalex,9,2203,1585,1
justusranvier,9,260,76,1
carlwilson,9,80,47,1
rnorris,9,384,17,1
maaattes,9,21,21,1
xsaliniere,9,18707,111,1
electronstudio,9,130,76,1
nickg,9,54,20,1
pervoj,8,70,31,1
achhabra2,8,48,14,1
PerryWerneck,8,124,81,1
sielicki,8,168,65,3
Mikaela,8,19,12,6
hoh,8,40,32,2
Nonononoki,8,6638,15,1
Cuperino,8,29,17,1
cfcurtis,8,615,314,1
FineFindus,8,49,16,1
skylot,8,24,16,1
vkohaupt,8,7,31,1
kendellfab,8,272,64,1
junjieyuan,8,5,12,4
Etaash-mathamsetty,8,13,10,7
ranomier,8,213,134,1
JonathanKang,8,168,12,2
rickykresslein,8,135,87,1
claudioandre-br,8,727,265,1
hdonnay,8,110,9,1
eliadevito,8,283,27,1
samy-k97,8,107,130,3
JasonLG1979,8,204,30,1
Le1b1,8,10,8,1
crepererum,8,266,120,1
YoussefLasheen,8,851,472,1
anieuwland,8,3098,1896,1
Wakeful-Cloud,8,446,211,1
cspiegel,8,883,156,1
iSlammedMyKindle,8,623,363,1
limads,8,166,98,1
mrvladus,8,33,13,1
keplersj,8,636,6,4
lw64,8,112,52,1
Dragicafit,8,153,153,1
jonri,8,270,179,1
hsn10,8,88,11,1
necessarily-equal,8,231,17,1
typeling1578,8,26,18,1
o-kotb,8,397,184,1
EliasOfWaffle,8,27,26,3
benthetechguy,8,189,35,1
behrisch,8,10,72,1
Ayush1325,8,6957,2233,1
mlundblad,8,96,169,1
johannesjh,8,7160,6620,1
nmaggioni,8,144,38,1
maxrd2,8,3046,254,1
DamirPorobic,8,23,17,1
stobbsm,8,160,76,1
andersk,8,25911,23578,1
ntadej,8,152,26,1
jonathanballs,8,402,170,1
xjuan,7,78,232,2
hugomg,7,36,10,1
stan-janssen,7,152,1,7
har9862,7,35,44,3
dos1,7,67,24,1
real-yfprojects,7,373,398,1
samuel-w,7,12,49,1
jsparber,7,2603,8,3
AmatCoder,7,224,108,1
Johnn3y,7,139,20,1
ymshenyu,7,86,108,1
aharotias2,7,40,17,1
Alecaddd,7,13,13,1
sahilarora3117,7,51,15,2
calo001,7,56,26,2
edenalencar,7,58,10,1
mufeedali,7,225,121,2
nrittsti,7,149,106,1
ztefn,7,56,37,1
burnermanx,7,32,26,1
paperdigits,7,239,23,2
develop7,7,84,16,1
dgud,7,330,151,1
outergod,7,191,96,1
Brainfree,7,191,9,1
ngelsi,7,283,102,1
tomaswarynyca,7,31,22,1
ChugunovRoman,7,228,71,1
aandrew-me,7,5748,13,1
congard,7,32,10,1
dreamer,7,68,17,1
JonMagon,7,111,67,1
EricKotato,7,12,29,1
UnicornyRainbow,7,69,39,1
DylanC,7,13,13,1
aleiepure,7,335,13,1
aaorszulak,7,173,82,1
alucryd,7,85,21,2
abb128,7,133,41,1
Dark98,7,301,91,1
mbastian,7,152,9,1
ZanderBrown,7,3261,46,3
avtechmjc,7,59,13,1
petitlapin,7,27,19,1
jpwhiting,7,80,5,1
astrorobby,7,111,33,1
jesmg,7,151,8,1
ubruhin,7,107,10,1
ice0,7,192,147,1
youkai-pl,7,284,104,2
nickjwhite,7,93,28,1
z3ntu,7,51,12,1
fgaz,6,212,130,1
mborgerson,6,10,6,1
fbugno,6,38,22,1
f-koehler,6,17,12,2
EchedeyLR,6,25598,16863,3
LorbusChris,6,31,19,2
vrutkovs,6,388,181,5
NoraCodes,6,56,14,1
JuhoBasemark,6,636,143,1
alosarjos,6,121,30,2
aryasenna,6,10,9,1
avojak,6,186,19,2
ChildishGiant,6,153,15,1
soredake,6,10,4,5
starnight,6,79,61,3
SystemlessDev,6,63,41,1
daringer,6,165,41,1
alekseygrachev,6,281,140,1
MichaHoffmann,6,133,14,1
rajveermalviya,6,35,34,2
Dune-jr,6,14,17,1
alexpattyn,6,20,32,2
DenysMb,6,96,6,1
zoeyfyi,6,780,572,1
dfandrich,6,204,93,1
quyykk,6,44,45,1
lethal-guitar,6,95,39,1
onpon4,6,52,121,1
sudden6,6,298,201,1
wereturtle,6,140,25,1
gcala,6,41,7,1
bartkessels,6,91,21,1
fabrixxm,6,120,21,1
k-u-bux,6,8,10,1
gianni-rosato,6,48,17,1
bcrochet,6,68,65,1
past-due,6,14,13,1
Mikunj,6,21,12,1
MartijnBraam,6,252,141,1
zmanuel,6,53,23,1
pkrause1980,6,90,16,2
BillZaumen,6,326,250,1
huxingyi,6,117,7,1
xvitaly,6,15,18,1
nelson777,6,15,7,1
HadetTheUndying,6,14,15,1
KuSh,6,7,15,1
gdesmott,6,9189,9216,1
ufleisch,6,40,61,1
Jean28518,6,575,414,1
m4u9,6,4,19,1
pemensik,6,138,53,1
arielsvg,6,12,13,1
atomrc,6,121,14,1
lukehmcc,5,151,28,1
LLNet,5,23,20,3
frncesc,5,32,46,1
LithRakoon,5,38,14,1
kukabu,5,47,172,3
kvuj,5,51,20,4
evan-a-a,5,56,4,3
benpocalypse,5,69,11,1
bluesabre,5,79,33,1
ranisalt,5,17,84,5
naaando,5,88,4,2
nalsai,5,19,10,4
TobiasFella,5,34,10,2
youssefhabri,5,123,28,1
ourigen,5,5,5,5
Technius,5,102,128,1
marcelovbcfilho,5,6,2,5
phracek,5,311,122,1
bytzo,5,52,28,2
Chasethechicken,5,27,16,2
Talon1024,5,10,15,1
rpavlik,5,235,13,1
SudoVanilla,5,30,26,1
lil5,5,7,6,1
JamesBelchamber,5,36,0,4
239,5,12,6,1
MrSyabro,5,276,121,1
ondratu,5,321,34,1
de-finnik,5,85,3,1
Sesu8642,5,126,73,1
zelikos,5,1543,162,1
Bananaman,5,11,61,1
david-sunblink,5,82,14,1
Davidoc26,5,57,9,1
thrimbor,5,105,5,1
mandruis7,5,7397,163,1
henriquegemignani,5,62,11,1
jhol,5,115,11,1
lbalazscs,5,72,38,1
1player,5,55,47,3
xarses,5,28,7,1
bdaase,5,46,6,2
fcomida,5,121,19,1
thp,5,49,12,1
zorgiepoo,5,205,113,1
AlynxZhou,5,62,38,1
louib,5,59,713,3
marksvc,5,2723,540,2
jess-sch,5,21,17,1
cockpituous,5,37,14,1
183amir,5,64,10,1
HarryMichal,5,481,263,1
rvlobato,5,16,8,1
cagatay-y,5,148,19,1
t-chaik,5,1219,996,2
alexojegu,5,10,39,1
tristanheaven,5,50,21,1
ByteOtter,5,10,10,1
siko1056,5,11,22,1
aleb,5,489,390,1
owendaprile,5,470,329,1
DnaX,5,82,12,1
vertiond,5,158,32,1
ghfh0,5,47,7,1
peppy,5,25,349,1
mangobrain,5,233,9,1
freundTech,4,10,9,3
MatthieuBarthel,4,86,54,1
dbkr,4,4,2,2
jlelse,4,18,16,2
thorhop,4,6,6,1
vroger11,4,6,2,3
yselkowitz,4,7,6,3
stewartadam,4,176,26,1
uajain,4,19073,5,3
mariospr,4,578,4,2
yourealwaysbe,4,11,11,2
simonschmeisser,4,12,2,3
spanderman,4,59,6,2
GijsGoudzwaard,4,15,6,1
picsel2,4,5,5,3
louis77,4,17,9,1
reisaraujo-miguel,4,7,5,3
jacokok,4,19,25,1
DaPigGuy,4,13,10,2
Mastermindzh,4,10800,66,1
tuxtor,4,87,16,1
palvarez89,4,6,6,2
RayJW,4,7,7,1
mpfau,4,18,8,1
pablodav,4,22,11,1
jpumc,4,18,7,1
subins2000,4,987,806,1
jcnils,4,80,9,1
mkfrey,4,25,3,1
willsALMANJ,4,4,4,2
zyxmdvs,4,13,28,1
claudex,4,30,3,1
dvdmuckle,4,21,17,1
AlexandreSi,4,13,6,1
adamj-codethink,4,6,5,2
brunoherbelin,4,229,129,1
DavidDeSimone,4,12,36,1
leolost2605,4,28,7,1
lruzicka,4,1221,342,1
punesemu,4,388,6,1
anthonybilinski,4,13,10,1
rafaelfassi,4,44,12,1
cmkohnen,4,56,47,2
colinfruit,4,13,2,1
choffee,4,77,6,1
joeraz,4,978,53,1
leftybournes,4,183,222,1
mschlumpp,4,5,5,1
acristoffers,4,207,27,1
aphototool,4,64,7,1
m4tx,4,4098,1180,1
ravvle,4,46,535,2
natesales,4,130,68,1
iMonZ,4,4,2,3
Elinvention,4,58,70,2
Bilb,4,23,14,1
batashi,4,188,91,1
groeggo,4,328,15,1
Bionus,4,7528,4,1
allejo,4,17,6,1
carlocaione,4,70,4,1
elehcim,4,24,11,1
novomesk,4,104,14,1
sukahiroaki,4,5,20,3
andreasn,4,35,29,4
vandenman,4,6,6,1
detrout,4,80,1,1
kosmospredanie,4,72,9,1
Jmennius,4,7,4,2
dbrgn,4,58,125,1
ShockwaveNN,4,64,2,1
L-P,4,29,4,1
goncalossilva,4,143,166,2
mmatyas,4,46,15,1
Ryuukyu313,4,40,5,1
LennyMcLennington,4,3,6,1
agiudiceandrea,4,8,8,1
Cerberus0,4,26,12,1
agx,4,233,6,1
thc202,4,8,7,1
DrRac27,4,87,42,1
matwey,4,74,43,1
reckel-jm,3,7,6,1
oomfiee,3,34,24,2
hubick,3,5,4,1
TobiGr,3,12,9,1
frantisekz,3,7,7,3
chrisx8,3,3,0,3
rhamzeh,3,11,9,2
Preisschild,3,8,8,1
ysfscream,3,133,10,1
jackeri,3,9,9,1
ianliu,3,11,10,1
teohhanhui,3,8,16,3
issakomi,3,6,6,1
networkException,3,4,4,1
SokoloffA,3,12,6,1
tfuxu,3,75,89,1
0xMRTT,3,13,27,1
mavit,3,30,5,3
Marukesu,3,255,117,1
ilai-deutel,3,513,8,1
sdv43,3,61,4,1
tglima,3,336,10,1
violetmage,3,18,19,2
jbleonesio,3,9,9,1
RogueScholar,3,73,21,1
imLinguin,3,19,41,1
reisbel,3,1,4,1
twelho,3,61,0,3
abderrahim,3,20,261,3
mamoit,3,15,18,3
apollo13,3,11,11,2
eyenpi,3,495,34,1
mindbeat,3,4,6,1
sergeypypyrev,3,127,52,1
rmrt1n,3,15,5,1
second2050,3,7,7,1
gnustomp,3,8,8,2
x10an14,3,12,12,1
fnkr,3,16,5,1
kennylevinsen,3,8,3,2
daupaloffer,3,22,12,1
eos-shell-build,3,13,10,2
francescomasala,3,72,1,1
EspadaV8,3,21,8,1
kujeger,3,15,16,1
vicr123,3,98,5,1
Micheus,3,125,89,1
okias,3,72,40,1
likg,3,28,10,1
ChristianFeldmann,3,5,5,1
rolandgeider,3,40,1,1
SpartanJ,3,9,7,1
supermxn,3,8,8,1
s09bQ5,3,1927,4,1
DMRobertson,3,8,1,1
deisi,3,204,44,1
der-eismann,3,262,54,1
KJ2ME,3,12,12,1
leohearts,3,34,14,1
ilius,3,28,2,1
ltiber,3,147,93,1
mmstick,3,16,15,1
Green-Sky,3,14,6,1
flibitijibibo,3,46,5,2
ripose-jp,3,656,14,1
solopasha,3,99,36,1
MenacingPerson,3,3,2,1
ProfessorDey,3,54,15,1
MinmoTech,3,29,5,2
abnerlee,3,12,7,1
rayes0,3,83,27,1
skierpage,3,65,17,2
gal20,3,87,91,1
MTRNord,3,19,1,1
tmontaigu,3,14,82,1
overheadhunter,3,6,69,1
tomtsagk,3,68,12,1
cjao,3,178,98,2
Sturmflut,3,82,204,1
xscd,3,4,2,2
xmready,3,19,2,1
Alphrag,3,14,17,1
tangleloop,3,7,6,1
cazfi,3,220,190,1
Jehan,3,0,3,1
shuliande,3,8,8,1
cmfwyp,3,54,78,3
zoglesby,3,22,23,1
fellen,3,11,4,1
vkrause,3,59,148,1
droidmonkey,3,34,18,1
ahaczewski,3,20,19,1
mgautierfr,3,225,136,1
KasukabeDefenceForce,3,15,2,1
kyllikki,3,143,31,1
capfredf,3,104,8,1
osamak,3,9,6,1
jb2cool,3,22,22,1
Akaricchi,3,298,84,1
tothxa,3,131,147,1
kingthorin,3,12,12,1
trollixx,3,9,4,1
dalanicolai,3,8,2,1
rosstimson,3,28,22,1
abachm,3,24,20,1
protheory8,2,34,15,2
G10h4ck,2,155,19,1
sergeyklay,2,3,3,1
KucharczykL,2,6,10,2
liberodark,2,2,2,2
Kiwijane3,2,1,2,1
hmenke,2,222,2,1
jimmyjones2,2,164,47,1
goosepirate,2,3,2,2
amz-x,2,28,10,1
Inglebard,2,5,6,1
hexchain,2,123,1,2
phloose,2,6,6,1
jhasse,2,71,0,1
byteshiva,2,6,4,1
jmonteiro64,2,5,5,1
connlim,2,208,9,1
njallam,2,4,4,1
Wengier,2,5,2,1
xworld21,2,3,5,2
treitter,2,56,3,1
keenanweaver,2,10,1,2
xperia64,2,42,0,1
caciobanu,2,8,8,1
columbarius,2,12,12,2
artemanufrij,2,4,4,1
memnoth,2,113,0,2
mikeeq,2,55,16,1
Alexmitter,2,4,2,2
RafaelKr,2,11,2,1
4ndyZ,2,4,0,2
tom0105,2,3,2,1
rodteldev,2,8,6,1
cxrvh,2,44,22,1
daquinons,2,2,1,2
FlorianLudwig,2,17,57,1
Nocccer,2,193,37,1
garrett,2,139,2,1
lofidevops,2,3,12,1
fusion809,2,2,2,1
reticulis,2,3,3,2
expwez,2,4,2,2
rmader,2,1,1,1
joserebelo,2,12,6,2
Bad3r,2,13,6,1
lenemter,2,2,0,2
parasense,2,3,6,1
tpopela,2,3,2,2
kepalas,2,34,3,1
PureTryOut,2,6,6,1
elsiehupp,2,3,1,2
NightHammer1000,2,11,2,1
tamasmeszaros,2,112,280,1
davidk,2,17,4,1
Noammac,2,4,3,1
flipflop97,2,2,1,2
liuxu89,2,22,6,1
anfrantic,2,7,7,1
mattdangerw,2,2026,0,2
camporter,2,5,4,1
LodanZark,2,4,2,1
alexmex90,2,3,3,2
kon14,2,5,3,2
aScordino,2,86,86,1
ubuntuegor,2,34,32,1
Dead-Lemon,2,11,10,1
ners,2,13,8,1
fariasmarcos,2,64,4,1
jibsaramnim,2,4,3,1
jkoelker,2,119,1,1
alvarlagerlof,2,14,6,1
Mek101,2,2,0,2
sarashub,2,16,4,1
heindsight,2,8,0,1
winehub,2,6,102,1
Tomin1,2,18,3,1
Surendrajat,2,30,4,2
RalfJung,2,17,3,1
rare-magma,2,2,2,2
austin-ek,2,2,1,1
oskarkook,2,17,0,1
nkukard,2,12,2,1
jeanroyce,2,29,22,1
devernay,2,2,1,1
edwargix,2,2,2,1
BrunoVernay,2,4,2,2
Feinzer,2,10,5,1
buchen,2,16,2,1
CodedOre,2,1,2,2
rileyhawk1417,2,19,4,1
gsaulmon,2,38,51,1
samiconductor,2,43,6,1
jeiche,2,8,6,1
rdrsss,2,8,8,1
ebbit1q,2,6,3,1
tzfljuv,2,3,3,1
DigitalCam0,2,7,8,1
ukbeast,2,5,4,2
obsidianical,2,12,12,1
dlippok,2,21,0,1
dtsudo,2,3170,0,1
mattiasb,2,6,4,1
undef21,2,12,0,1
Keelhauled,2,2,1,2
lmeunier,2,46,0,1
BoofOof32,2,2,2,1
marc0x1,2,5,1,1
FacundoAcevedo,2,6,13,1
jeremysanders,2,232,518,1
Master811129,2,2,2,1
melix99,2,154,3,1
ann0see,2,5,3,1
jkonecny12,2,13,5,2
AngusP,2,29,4,1
tzarebczan,2,60,2,1
jeromebruzaud,2,4,4,1
Guldoman,2,4,4,1
MattBonzo,2,74,1,1
Ozymandias42,2,7,2,1
berkiyo,2,2,2,1
ashahir05,2,27,2,1
rubenwardy,2,153,15,1
bbrauchl,2,3,1,1
porras,2,536,401,1
chaosjug,2,4,1,1
Jules-Bertholet,2,3,3,1
kai-li-wop,2,31,16,1
fbruetting,2,2,2,1
Hjdskes,2,39,3,1
xfix,2,3,9,1
TheFlagCourier,2,5,4,1
plafue,2,3,3,1
avanderbergh,2,14,15,1
nachokb,2,4,4,1
SuperJC710e,2,2,0,2
KaspianDev,2,3,2,1
robertxgray,2,35,14,1
thejavascriptman,2,34,31,1
berrange,2,231,50,1
scribam,2,2,10,1
nm2107,2,4,3,2
artscoop,2,8,3,1
blandford,2,0,5,1
philipstewart,2,34,8,1
mcrha,2,89,48,1
davidmhewitt,2,32,4,1
larathbone,2,10,8,1
ltilve,2,128,0,2
fosero,2,10,10,1
jbicha,2,3,3,1
dqpb,2,332,165,1
TuxTheAstronaut,2,6,4,2
kayomn,2,16,2,2
bkmeneguello,2,10,10,2
reptofrog,2,4,2,2
guerinoni,2,23,2,1
samuelstjean,2,4,4,1
RensDofferhoff,2,13,24,1
pmontepagano,2,2,1,1
jreleaserbot,2,446,154,1
Shoshak,2,78,0,1
reporter123,2,4,4,1
ImBearChild,2,21,2,2
StayPirate,2,4,3,1
leozide,2,69,1,1
Makman2,2,68,29,1
Tienisto,2,3,1,1
syvb,2,25,6,1
uklotzde,2,4,4,1
lmarz,2,13,6,1
Q32IT,2,2,2,1
dimztimz,2,8,25,1
NuspellDevOps,2,156,13,1
agolybev,2,7,10,1
tsaunier,2,32,21,1
binex-dsk,2,2,2,1
saivert,2,4,3,1
abcfy2,2,10,10,1
pbek,2,7,1,1
jdolan,2,17,12,1
torsava,2,80,3,1
TSRBerry,2,14,15,1
toxinu,2,5,4,1
ArclightMat,2,10,11,1
anthonyajumelles,2,2,2,1
pidddgy,2,879,0,2
CorruptComputer,2,1016,1814,1
cheese,2,5,5,1
erentnr,2,6,4,1
byronclark,2,2,11,1
staltz,2,9,7,1
kisst,2,5,5,1
mfep,2,74,2,1
minhloi,1,117,0,1
linuxrider,1,7,1,1
CipherOps,1,2,0,1
contactobscurantist,1,2,2,1
aellery,1,4,5,1
alranel,1,1,1,1
eladyn,1,11,0,1
scde,1,1,0,1
mo8it,1,1,1,1
Jikstra,1,22335,7460,1
hoxia,1,1,0,1
alpabrz,1,7,2,1
iweiss,1,5,4,1
pinkuuu1,1,4,0,1
alejandro11k,1,3,2,1
jandryuk,1,4,4,1
RyanTheAllmighty,1,2,0,1
KevinAtSesam,1,6,5,1
peteruithoven,1,1,0,1
mstroecker,1,1,1,1
Maks1mS,1,1,0,1
KAMiKAZOW,1,8,0,1
CryptGoat,1,4,4,1
exilvm,1,6,3,1
mihaiplesa,1,3,3,1
admiralakber,1,1,0,1
LucasWagler,1,3,2,1
cthu1hoo,1,23,0,1
StellarOrbit,1,4,3,1
mr-m-1t,1,3,2,1
pajlada,1,2,2,1
chowder,1,3,0,1
dangeredwolf,1,3147,3095,1
Tabby,1,3,3,1
AlxHnr,1,1,1,1
geekley,1,33,0,1
cerulis64,1,31,9,1
beheh,1,4,4,1
idelsink,1,4,4,1
bam80,1,17,0,1
pr0gr8mm3r,1,23,31,1
pineapplehunter,1,1,0,1
gobonja,1,1,1,1
realgrm,1,0,1,1
jnv,1,1,1,1
Leeo97one,1,1,1,1
MSbitani,1,19,5,1
mtrivera,1,7,6,1
rijnhard,1,7,6,1
ZwS,1,20,2,1
ronnystandtke,1,1,0,1
mcinglis-amzn,1,5,4,1
daudix-UFO,1,19,87,1
spoelstraethan,1,1,1,1
OdinVex,1,10,0,1
otsaw,1,2,2,1
dail8859,1,1,1,1
shymega,1,2,2,1
Peter200lx,1,3,2,1
Mandarancio,1,1,1,1
Allvaa,1,1,0,1
Maxr1998,1,1,0,1
mMerlin,1,1,1,1
lxgr-linux,1,4,4,1
RocketRide9,1,1,1,1
kfeoktistoff,1,14,14,1
sorin-davidoi,1,3,3,1
elvisangelaccio,1,50,0,1
SashaPGT,1,1,0,1
aunetx,1,2,1,1
tmewett,1,4,3,1
sigaloid,1,1015,1067,1
fstraetz,1,1,0,1
JavkhlanK,1,5,4,1
awest03,1,2,2,1
Talinx,1,6,5,1
thegarlynch,1,1,2,1
VincentJoshuaET,1,0,0,1
K-Finlay,1,11,10,1
Centzilius,1,1,0,1
mpdeimos,1,1,1,1
dGr8LookinSparky,1,1,1,1
vimoi,1,17,1,1
Dryadxon,1,1,1,1
cdegroot,1,3,3,1
it-is-I-Pants,1,2,2,1
1legality,1,2,2,1
ernestask,1,1,1,1
calcastor,1,3,3,1
ignapk,1,95,0,1
btpf,1,1,0,1
rtmor,1,8,1,1
nwaizer,1,22,0,1
patriziobrunops,1,12,0,1
dave-kennedy,1,10,0,1
smithcli,1,14,0,1
maciex,1,1,1,1
RoinujNosde,1,1,1,1
andypillip,1,2,1,1
bcapinski,1,1,1,1
legoktm,1,1,1,1
ZagButNoZig,1,17,0,1
NanoSector,1,11,1,1
davidjgraph,1,4,4,1
keftie22,1,1,0,1
SimonN,1,2,2,1
Rampoina,1,1,1,1
alexdesiqueira,1,1,0,1
mastercactapus,1,28,4,1
LiquidPL,1,1,0,1
linuxgemini,1,36,5,1
mahyarmirrashed,1,24,2,1
elihunter173,1,2,2,1
camdenorrb,1,2,2,1
Croydon,1,1,1,1
matbme,1,1,1,1
sirn,1,9,2,1
sunix,1,5,2,1
vitimiti,1,6,6,1
happyplace,1,1,0,1
zastrixarundell,1,1,1,1
garhow,1,1,0,1
nwin,1,1,0,1
BOFH90,1,138,18,1
zhuwjin,1,5,3,1
WUGqnwvMQPzl,1,7,6,1
hacc1225,1,9,1,1
tscrypter,1,2,2,1
ViktarStarastsenka,1,3,0,1
m1kc,1,7,2,1
marcthe12,1,1,1,1
blueyu2,1,1,1,1
mmacura311,1,8,2,1
bluewww,1,1,1,1
wuxxin,1,22,3,1
zweimal,1,6,6,1
neingeist,1,3,3,1
mfilipe,1,11,3,1
Amnesia1000,1,41,13,1
msdrigg,1,2,2,1
Sciler,1,4,3,1
kumiokru,1,6,6,1
timhowes,1,1,1,1
ssievert42,1,27,12,1
izissise,1,13,2,1
ryanpcmcquen,1,43,6,1
christophbrill-cgmcom,1,7,6,1
wnklmnn,1,1,0,1
garotosopa,1,1,1,1
timll,1,7,6,1
darltrash,1,1,0,1
Amanse,1,88,12,1
vaf-hub,1,8,2,1
SethFalco,1,14,2,1
Zzombiee2361,1,1,1,1
matt1432,1,2,2,1
springbov,1,1,1,1
Philipp-M,1,6,0,1
asm0dey,1,1,1,1
Kinsteen,1,28,28,1
mphojele,1,1,0,1
g2p,1,6,1,1
salarua,1,2,25,1
mcd1992,1,12,0,1
joyov,1,0,1,1
moviuro,1,6,1,1
kisak-valve,1,9,0,1
ma3yta,1,2,2,1
jcdickinson,1,4,0,1
felipemarkson,1,7,7,1
vwalek,1,7,2,1
Praymundo,1,1,1,1
m93a,1,8,0,1
johnjelinek,1,4,0,1
Eskander,1,0,0,1
claviola,1,5,4,1
JohnVeness,1,2,2,1
steinex,1,1,0,1
paradoxicpotato,1,7,2,1
brugr,1,135,764,1
gdonval,1,2,1,1
Iolaum,1,1,1,1
brandonbeaumia,1,1,1,1
tommadness,1,1,1,1
TheRealMatthew4,1,1,1,1
rilian-la-te,1,39,2,1
unholyeyebrows,1,2,2,1
tulir,1,1,1,1
q234rty,1,1,1,1
rohmishra,1,1,1,1
ajbura,1,2,2,1
hexagonrecursion,1,0,3,1
dmytro-lytvyn,1,1,1,1
maweil,1,1,0,1
Gert-dev,1,1,0,1
urcadox,1,3,2,1
yodatak,1,6,2,1
matthewwardrop,1,1,0,1
sderosiaux,1,2,2,1
thopiekar,1,1,1,1
tdgroot,1,8,2,1
bclindner,1,1,0,1
ricotz,1,2,2,1
kenxjy,1,4,4,1
dvreed,1,6,5,1
gtklocker,1,3,3,1
JeffLabonte,1,4,4,1
gitcontrib0,1,1,0,1
Neluji,1,1,1,1
Curve,1,2,2,1
anenasa,1,3,3,1
fin-ger,1,0,1,1
pesader,1,2,0,1
zenseii,1,2,2,1
ylogx,1,1,1,1
dennwc,1,761,0,1
pinty,1,1,0,1
topjor,1,2,1,1
sharkwouter,1,26,0,1
shiftkey,1,0,5,1
tbsteinb,1,1,1,1
M3DZIK,1,2,2,1
SpacingBat3,1,1,1,1
wh201906,1,1,1,1
sentriz,1,23,0,1
azagaya,1,1,0,1
temrix,1,2,2,1
PhysSong,1,23,0,1
tur1ngb0x,1,0,0,1
Seil0,1,3,3,1
Homer666,1,1,1,1
Clansty,1,2,1,1
LeonStaufer,1,1,1,1
antage,1,2,2,1
minioin,1,3,3,1
martinszeltins,1,51,0,1
KrisNathan,1,1,1,1
akosiaris,1,5,0,1
afland,1,10,1,1
pm4rcin,1,2,3,1
kasraghu,1,2,2,1
dnlburgess,1,1,1,1
njean42,1,3,3,1
NameLessGO,1,1,1,1
aggressivepixels,1,12,4,1
blaster23,1,3,3,1
raffaem,1,8,2,1
billwanjohi,1,1,1,1
tcitworld,1,1,1,1
james2432,1,1,1,1
sonic2kk,1,2,0,1
SViN24,1,1,0,1
mikeyh30,1,1,1,1
stefanha,1,1,1,1
duodec1m,1,11,1,1
kichirouhoshino,1,24,1,1
julianschacher,1,25,0,1
sofar,1,4,4,1
CharlesThobe,1,15,0,1
wine,1,3,2,1
dariox86,1,2,0,1
Arctize,1,3,3,1
charles-m-knox,1,2,2,1
rapgenic,1,2,1,1
ritzk,1,3,31,1
momits,1,2,1,1
cosmo-ray,1,1,1,1
madsmtm,1,0,1,1
AtomYcX,1,1,2,1
Imberflur,1,1,0,1
Songtronix,1,1,1,1
Adurol,1,2,2,1
Austinuity,1,1,1,1
chairmantheboring,1,2,1,1
futuretim,1,37,0,1
inorick,1,1,1,1
Leseratte10,1,1,0,1
mireiabragulat,1,5,5,1
n1ckoates,1,2,2,1
jahed,1,1,1,1
odzhychko,1,3,2,1
Torbuntu,1,1,1,1
ramesh45345,1,5,5,1
komachi,1,4,1,1
elementc,1,6,2,1
sean-clayton,1,3,2,1
vjar,1,25,0,1
Manumerique,1,2,2,1
connectety,1,4,3,1
martinpitt,1,12,2,1
oynqr,1,7,0,1
stove-panini,1,2,1,1
icarito,1,2,2,1
vrubezhny,1,1,0,1
azoitl,1,0,0,1
yanchenko-igor,1,191,1,1
renovate[bot],1,11,5,1
tstoeckler,1,1,1,1
flyinghead,1,1,1,1
haasalex,1,1,0,1
Marzal,1,7,8,1
puxplaying,1,3,2,1
changwuf31,1,6,6,1
esamson,1,4,4,1
BrainKicker,1,1,0,1
milotype,1,14,0,1
VarLad,1,3,3,1
jnohlgard,1,12,6,1
dlnnlsn,1,6,6,1
supertobi,1,1,1,1
antoniojpfernandes,1,1,1,1
hbkfabio,1,2,2,1
smspillaz,1,6,6,1
noonien-d,1,248,0,1
akarshanbiswas,1,3,3,1
rh-tcloud,1,4,4,1
Mikenux,1,1,0,1
kortschak,1,1,1,1
zecakeh,1,31,29,1
egrath,1,1,1,1
pp3345,1,1,0,1
alex285,1,2,2,1
artyomd,1,1,1,1
ErnyTech,1,2,1,1
nexcode,1,1,1,1
jvnknvlgl,1,5,5,1
shdwchn10,1,1,0,1
bkoropoff,1,38,0,1
Swissbite,1,3,3,1
miabbott,1,23,0,1
julianfairfax,1,7,0,1
kaiw,1,3,9,1
rohanlean,1,1,1,1
